name,time,flow_in,flow_out,pressure_in,pressure_out
branch40_seg0,7.5000000000000000e-01,6.5482275746583452e-05,6.5482275746492881e-05,6.6684690322453505e+04,6.5433111623951030e+04
branch40_seg0,1.0000000000000000e+00,6.5482275746567311e-05,6.5482275746608457e-05,6.6684690322886381e+04,6.5433111624388148e+04
branch41_seg0,0.0000000000000000e+00,6.5482275744347150e-05,6.5482275745403962e-05,6.8092993227434679e+04,6.6684690327376025e+04
branch41_seg0,2.5000000000000000e-01,6.5482275747507707e-05,6.5482275747008392e-05,6.8092993220984354e+04,6.6684690320831054e+04
branch41_seg0,5.0000000000000000e-01,6.5482275746163039e-05,6.5482275746397064e-05,6.8092993223661615e+04,6.6684690323552277e+04
branch41_seg0,7.5000000000000000e-01,6.5482275746692211e-05,6.5482275746583452e-05,6.8092993222582591e+04,6.6684690322453505e+04
branch41_seg0,1.0000000000000000e+00,6.5482275746517234e-05,6.5482275746567311e-05,6.8092993223007099e+04,6.6684690322886381e+04
branch42_seg0,0.0000000000000000e+00,6.5482275743201148e-05,6.5482275744347150e-05,6.9563085972218774e+04,6.8092993227434679e+04
branch42_seg0,2.5000000000000000e-01,6.5482275748054159e-05,6.5482275747507707e-05,6.9563085965905193e+04,6.8092993220984354e+04
branch42_seg0,5.0000000000000000e-01,6.5482275745904199e-05,6.5482275746163039e-05,6.9563085968518310e+04,6.8092993223661615e+04
branch42_seg0,7.5000000000000000e-01,6.5482275746813981e-05,6.5482275746692211e-05,6.9563085967468636e+04,6.8092993222582591e+04
branch42_seg0,1.0000000000000000e+00,6.5482275746460327e-05,6.5482275746517234e-05,6.9563085967880252e+04,6.8092993223007099e+04
branch43_seg0,0.0000000000000000e+00,6.5482275742041092e-05,6.5482275743201148e-05,7.0997464231230653e+04,6.9563085972218774e+04
branch43_seg0,2.5000000000000000e-01,6.5482275748612577e-05,6.5482275748054159e-05,7.0997464225087810e+04,6.9563085965905193e+04
branch43_seg0,5.0000000000000000e-01,6.5482275745636862e-05,6.5482275745904199e-05,7.0997464227620221e+04,6.9563085968518310e+04
branch43_seg0,7.5000000000000000e-01,6.5482275746941293e-05,6.5482275746813981e-05,7.0997464226607946e+04,6.9563085967468636e+04
branch43_seg0,1.0000000000000000e+00,6.5482275746400005e-05,6.5482275746460327e-05,7.0997464227002740e+04,6.9563085967880252e+04
